date,team,opp,wl
Tuesday Jun 3,PHI,WSN,L
Wednesday Jun 4,PHI,WSN,L
Thursday Jun 5,PHI,WSN,L
Friday Jun 6,PHI,CIN,W
Saturday Jun 7,PHI,CIN,L
Sunday Jun 8,PHI,CIN,L
Tuesday Jun 10,PHI,SDP,W
Wednesday Jun 11,PHI,SDP,W
Thursday Jun 12,PHI,SDP,W
Friday Jun 13,PHI,CHC,L
Saturday Jun 14,PHI,CHC,W
Sunday Jun 15,PHI,CHC,L
Monday Jun 16,PHI,ATL,W
Tuesday Jun 17,PHI,ATL,W
Wednesday Jun 18,PHI,ATL,W
Thursday Jun 19,PHI,STL,W
Friday Jun 20,PHI,STL,W
Saturday Jun 21,PHI,STL,L
Sunday Jun 22,PHI,STL,L
Monday Jun 23,PHI,MIA,L
Tuesday Jun 24,PHI,MIA,W
Wednesday Jun 25,PHI,MIA,L
Thursday Jun 26,PHI,MIA,W
Friday Jun 27,PHI,ATL,L
Saturday Jun 28 (1),PHI,ATL,L
Saturday Jun 28 (2),PHI,ATL,L
Sunday Jun 29,PHI,ATL,L
Tuesday Jul 1,PHI,MIA,L
Wednesday Jul 2,PHI,MIA,L
Thursday Jul 3,PHI,MIA,W
Friday Jul 4,PHI,PIT,L
Saturday Jul 5,PHI,PIT,L
Sunday Jul 6,PHI,PIT,L
Monday Jul 7,PHI,MIL,W
Tuesday Jul 8,PHI,MIL,W
Wednesday Jul 9,PHI,MIL,W
Thursday Jul 10,PHI,MIL,W
Friday Jul 11,PHI,WSN,W
Saturday Jul 12,PHI,WSN,L
Sunday Jul 13,PHI,WSN,L
Friday Jul 18,PHI,ATL,L
Saturday Jul 19,PHI,ATL,W
Sunday Jul 20,PHI,ATL,L
Monday Jul 21,PHI,SFG,L
Tuesday Jul 22,PHI,SFG,L
Wednesday Jul 23,PHI,SFG,L
Thursday Jul 24,PHI,SFG,W
Friday Jul 25,PHI,ARI,W
Saturday Jul 26,PHI,ARI,L
Sunday Jul 27,PHI,ARI,W
Monday Jul 28,PHI,NYM,L
Tuesday Jul 29,PHI,NYM,W
Wednesday Jul 30,PHI,NYM,L
Thursday Jul 31,PHI,WSN,W
Friday Aug 1,PHI,WSN,W
Saturday Aug 2,PHI,WSN,L
Sunday Aug 3,PHI,WSN,L
Tuesday Aug 5,PHI,HOU,W
Wednesday Aug 6,PHI,HOU,W
Thursday Aug 7,PHI,HOU,W
Friday Aug 8,PHI,NYM,L
Saturday Aug 9,PHI,NYM,L
Sunday Aug 10,PHI,NYM,W
Monday Aug 11,PHI,NYM,L
Tuesday Aug 12,PHI,LAA,L
Wednesday Aug 13,PHI,LAA,L
Friday Aug 15,PHI,SFG,W
Saturday Aug 16,PHI,SFG,L
Sunday Aug 17,PHI,SFG,L
Monday Aug 18,PHI,SEA,W
Tuesday Aug 19,PHI,SEA,L
Wednesday Aug 20,PHI,SEA,W
Friday Aug 22,PHI,STL,W
Saturday Aug 23,PHI,STL,L
Sunday Aug 24,PHI,STL,W
Monday Aug 25,PHI,WSN,W
Tuesday Aug 26,PHI,WSN,W
Wednesday Aug 27,PHI,WSN,W
Friday Aug 29,PHI,NYM,L
Saturday Aug 30,PHI,NYM,W
Sunday Aug 31,PHI,NYM,L
Monday Sep 1,PHI,ATL,W
Tuesday Sep 2,PHI,ATL,W
Wednesday Sep 3,PHI,ATL,L
Friday Sep 5,PHI,WSN,W
Saturday Sep 6,PHI,WSN,W
Sunday Sep 7,PHI,WSN,L
Monday Sep 8,PHI,PIT,L
Tuesday Sep 9,PHI,PIT,W
Wednesday Sep 10,PHI,PIT,L
Thursday Sep 11,PHI,PIT,L
Friday Sep 12,PHI,MIA,W
Saturday Sep 13,PHI,MIA,W
Sunday Sep 14,PHI,MIA,L
Monday Sep 15,PHI,SDP,L
Tuesday Sep 16,PHI,SDP,L
Wednesday Sep 17,PHI,SDP,W
Thursday Sep 18,PHI,SDP,L
Friday Sep 19,PHI,OAK,L
Saturday Sep 20,PHI,OAK,W
Sunday Sep 21,PHI,OAK,L
Tuesday Sep 23,PHI,MIA,L
Wednesday Sep 24,PHI,MIA,W
Thursday Sep 25,PHI,MIA,L
Friday Sep 26,PHI,ATL,W
Saturday Sep 27,PHI,ATL,L
Sunday Sep 28,PHI,ATL,L
Monday Mar 31,WSN,NYM,W
Wednesday Apr 2,WSN,NYM,W
Thursday Apr 3,WSN,NYM,W
Friday Apr 4,WSN,ATL,L
Saturday Apr 5,WSN,ATL,L
Sunday Apr 6,WSN,ATL,W
Tuesday Apr 8,WSN,MIA,W
Wednesday Apr 9,WSN,MIA,W
Thursday Apr 10,WSN,MIA,W
Friday Apr 11,WSN,ATL,L
Saturday Apr 12,WSN,ATL,L
Sunday Apr 13,WSN,ATL,L
Monday Apr 14,WSN,MIA,W
Tuesday Apr 15,WSN,MIA,L
Wednesday Apr 16,WSN,MIA,W
Thursday Apr 17,WSN,STL,L
Friday Apr 18,WSN,STL,W
Saturday Apr 19,WSN,STL,L
Sunday Apr 20,WSN,STL,W
Monday Apr 21,WSN,LAA,L
Tuesday Apr 22,WSN,LAA,L
Wednesday Apr 23,WSN,LAA,W
Thursday Apr 24,WSN,SDP,L
Friday Apr 25,WSN,SDP,W
Saturday Apr 26,WSN,SDP,W
Sunday Apr 27,WSN,SDP,L
Tuesday Apr 29,WSN,HOU,W
Wednesday Apr 30,WSN,HOU,W
Friday May 2,WSN,PHI,W
Saturday May 3,WSN,PHI,L
Sunday May 4,WSN,PHI,L
Monday May 5,WSN,LAD,W
Tuesday May 6,WSN,LAD,L
Wednesday May 7,WSN,LAD,W
Friday May 9,WSN,OAK,L
Saturday May 10,WSN,OAK,L
Sunday May 11,WSN,OAK,L
Monday May 12,WSN,ARI,W
Tuesday May 13,WSN,ARI,L
Wednesday May 14,WSN,ARI,W
Friday May 16,WSN,NYM,W
Saturday May 17,WSN,NYM,L
Sunday May 18,WSN,NYM,W
Monday May 19,WSN,CIN,L
Tuesday May 20,WSN,CIN,W
Wednesday May 21,WSN,CIN,L
Thursday May 22,WSN,PIT,L
Friday May 23,WSN,PIT,L
Saturday May 24,WSN,PIT,L
Sunday May 25,WSN,PIT,W
Monday May 26,WSN,MIA,L
Wednesday May 28,WSN,MIA,L
Friday May 30,WSN,TEX,W
Saturday May 31,WSN,TEX,W
Sunday Jun 1,WSN,TEX,L
Tuesday Jun 3,WSN,PHI,W
Wednesday Jun 4,WSN,PHI,W
Thursday Jun 5,WSN,PHI,W
Friday Jun 6,WSN,SDP,W
Saturday Jun 7,WSN,SDP,L
Sunday Jun 8,WSN,SDP,W
Monday Jun 9,WSN,SFG,W
Tuesday Jun 10,WSN,SFG,W
Wednesday Jun 11,WSN,SFG,W
Thursday Jun 12,WSN,SFG,L
Friday Jun 13,WSN,STL,L
Saturday Jun 14,WSN,STL,L
Sunday Jun 15,WSN,STL,L
Tuesday Jun 17,WSN,HOU,W
Wednesday Jun 18,WSN,HOU,W
Thursday Jun 19,WSN,ATL,L
Friday Jun 20,WSN,ATL,L
Saturday Jun 21,WSN,ATL,W
Sunday Jun 22,WSN,ATL,W
Monday Jun 23,WSN,MIL,W
Tuesday Jun 24,WSN,MIL,W
Wednesday Jun 25,WSN,MIL,L
Thursday Jun 26,WSN,CHC,L
Friday Jun 27,WSN,CHC,L
Saturday Jun 28 (1),WSN,CHC,W
Saturday Jun 28 (2),WSN,CHC,W
Monday Jun 30,WSN,COL,W
Tuesday Jul 1,WSN,COL,W
Wednesday Jul 2,WSN,COL,W
Friday Jul 4,WSN,CHC,L
Saturday Jul 5,WSN,CHC,W
Sunday Jul 6,WSN,CHC,W
Monday Jul 7,WSN,BAL,L
Wednesday Jul 9,WSN,BAL,W
Thursday Jul 10,WSN,BAL,L
Friday Jul 11,WSN,PHI,L
Saturday Jul 12,WSN,PHI,W
Sunday Jul 13,WSN,PHI,W
Friday Jul 18,WSN,MIL,L
Saturday Jul 19,WSN,MIL,W
Sunday Jul 20,WSN,MIL,W
Monday Jul 21,WSN,COL,W
Tuesday Jul 22,WSN,COL,W
Wednesday Jul 23,WSN,COL,L
Friday Jul 25,WSN,CIN,W
Saturday Jul 26,WSN,CIN,L
Sunday Jul 27,WSN,CIN,W
Monday Jul 28,WSN,MIA,L
Tuesday Jul 29,WSN,MIA,L
Wednesday Jul 30,WSN,MIA,W
Thursday Jul 31,WSN,PHI,L
Friday Aug 1,WSN,PHI,L
Saturday Aug 2,WSN,PHI,W
Sunday Aug 3,WSN,PHI,W
Monday Aug 4,WSN,BAL,L
Tuesday Aug 5,WSN,NYM,L
Wednesday Aug 6,WSN,NYM,W
Thursday Aug 7,WSN,NYM,W
Friday Aug 8,WSN,ATL,L
Saturday Aug 9,WSN,ATL,W
Sunday Aug 10,WSN,ATL,L
Tuesday Aug 12,WSN,NYM,W
Wednesday Aug 13,WSN,NYM,W
Thursday Aug 14,WSN,NYM,W
Friday Aug 15,WSN,PIT,W
Saturday Aug 16,WSN,PIT,W
Sunday Aug 17,WSN,PIT,W
Monday Aug 18,WSN,ARI,W
Tuesday Aug 19,WSN,ARI,W
Wednesday Aug 20,WSN,ARI,W
Thursday Aug 21,WSN,ARI,W
Friday Aug 22,WSN,SFG,L
Saturday Aug 23,WSN,SFG,W
Sunday Aug 24,WSN,SFG,W
Monday Aug 25,WSN,PHI,L
Tuesday Aug 26,WSN,PHI,L
Wednesday Aug 27,WSN,PHI,L
Friday Aug 29,WSN,SEA,W
Saturday Aug 30,WSN,SEA,W
Sunday Aug 31,WSN,SEA,L
Monday Sep 1,WSN,LAD,W
Tuesday Sep 2,WSN,LAD,L
Wednesday Sep 3,WSN,LAD,W
Friday Sep 5,WSN,PHI,L
Saturday Sep 6,WSN,PHI,L
Sunday Sep 7,WSN,PHI,W
Monday Sep 8,WSN,ATL,W
Tuesday Sep 9,WSN,ATL,W
Wednesday Sep 10,WSN,ATL,L
Thursday Sep 11,WSN,NYM,W
Friday Sep 12,WSN,NYM,L
Saturday Sep 13,WSN,NYM,W
Sunday Sep 14,WSN,NYM,W
Monday Sep 15,WSN,ATL,W
Tuesday Sep 16,WSN,ATL,W
Wednesday Sep 17,WSN,ATL,L
Thursday Sep 18,WSN,MIA,W
Friday Sep 19,WSN,MIA,W
Saturday Sep 20,WSN,MIA,W
Sunday Sep 21,WSN,MIA,W
Tuesday Sep 23,WSN,NYM,W
Thursday Sep 25 (1),WSN,NYM,L
Thursday Sep 25 (2),WSN,NYM,W
Friday Sep 26 (1),WSN,MIA,W
Friday Sep 26 (2),WSN,MIA,L
Saturday Sep 27,WSN,MIA,W
Sunday Sep 28,WSN,MIA,W
Monday Mar 31,ATL,MIL,L
Tuesday Apr 1,ATL,MIL,W
Wednesday Apr 2,ATL,MIL,W
Friday Apr 4,ATL,WSN,W
Saturday Apr 5,ATL,WSN,W
Sunday Apr 6,ATL,WSN,L
Tuesday Apr 8,ATL,NYM,L
Wednesday Apr 9,ATL,NYM,W
Thursday Apr 10,ATL,NYM,L
Friday Apr 11,ATL,WSN,W
Saturday Apr 12,ATL,WSN,W
Sunday Apr 13,ATL,WSN,W
Monday Apr 14,ATL,PHI,W
Wednesday Apr 16,ATL,PHI,W
Thursday Apr 17,ATL,PHI,L
Friday Apr 18,ATL,NYM,W
Saturday Apr 19,ATL,NYM,W
Sunday Apr 20,ATL,NYM,L
Monday Apr 21,ATL,MIA,W
Tuesday Apr 22,ATL,MIA,L
Wednesday Apr 23,ATL,MIA,W
Friday Apr 25,ATL,CIN,W
Saturday Apr 26,ATL,CIN,W
Sunday Apr 27,ATL,CIN,W
Tuesday Apr 29,ATL,MIA,L
Wednesday Apr 30,ATL,MIA,L
Thursday May 1,ATL,MIA,L
Friday May 2,ATL,SFG,L
Saturday May 3,ATL,SFG,L
Sunday May 4,ATL,SFG,L
Monday May 5,ATL,STL,L
Tuesday May 6,ATL,STL,W
Wednesday May 7,ATL,STL,L
Friday May 9,ATL,CHC,W
Saturday May 10,ATL,CHC,W
Sunday May 11,ATL,CHC,W
Monday May 12,ATL,SFG,L
Tuesday May 13,ATL,SFG,W
Wednesday May 14,ATL,SFG,L
Friday May 16,ATL,STL,L
Saturday May 17,ATL,STL,L
Sunday May 18,ATL,STL,W
Monday May 19,ATL,MIL,W
Tuesday May 20,ATL,MIL,W
Wednesday May 21,ATL,MIL,L
Thursday May 22,ATL,MIL,W
Friday May 23,ATL,COL,W
Saturday May 24,ATL,COL,L
Sunday May 25,ATL,COL,W
Monday May 26,ATL,BOS,L
Tuesday May 27,ATL,BOS,L
Wednesday May 28,ATL,BOS,L
Thursday May 29,ATL,BOS,L
Friday May 30,ATL,MIA,W
Saturday May 31,ATL,MIA,W
Sunday Jun 1,ATL,MIA,W
Tuesday Jun 3,ATL,SEA,L
Wednesday Jun 4,ATL,SEA,L
Friday Jun 6,ATL,ARI,W
Saturday Jun 7,ATL,ARI,L
Sunday Jun 8,ATL,ARI,L
Monday Jun 9,ATL,COL,W
Tuesday Jun 10,ATL,COL,W
Wednesday Jun 11,ATL,COL,L
Thursday Jun 12,ATL,COL,L
Friday Jun 13,ATL,LAA,W
Saturday Jun 14,ATL,LAA,L
Sunday Jun 15,ATL,LAA,W
Monday Jun 16,ATL,PHI,L
Tuesday Jun 17,ATL,PHI,L
Wednesday Jun 18,ATL,PHI,L
Thursday Jun 19,ATL,WSN,W
Friday Jun 20,ATL,WSN,W
Saturday Jun 21,ATL,WSN,L
Sunday Jun 22,ATL,WSN,L
Tuesday Jun 24,ATL,HOU,W
Wednesday Jun 25,ATL,HOU,W
Thursday Jun 26,ATL,HOU,L
Friday Jun 27,ATL,PHI,W
Saturday Jun 28 (1),ATL,PHI,W
Saturday Jun 28 (2),ATL,PHI,W
Sunday Jun 29,ATL,PHI,W
Monday Jun 30,ATL,NYM,W
Tuesday Jul 1,ATL,NYM,W
Wednesday Jul 2,ATL,NYM,W
Friday Jul 4,ATL,ARI,W
Saturday Jul 5,ATL,ARI,W
Sunday Jul 6,ATL,ARI,L
Monday Jul 7,ATL,NYM,L
Tuesday Jul 8,ATL,NYM,L
Wednesday Jul 9,ATL,NYM,L
Thursday Jul 10,ATL,NYM,W
Friday Jul 11,ATL,CHC,L
Saturday Jul 12,ATL,CHC,W
Sunday Jul 13,ATL,CHC,W
Friday Jul 18,ATL,PHI,W
Saturday Jul 19,ATL,PHI,L
Sunday Jul 20,ATL,PHI,W
Monday Jul 21,ATL,MIA,L
Tuesday Jul 22,ATL,MIA,L
Wednesday Jul 23,ATL,MIA,W
Thursday Jul 24,ATL,MIA,L
Friday Jul 25,ATL,SDP,L
Saturday Jul 26,ATL,SDP,W
Sunday Jul 27,ATL,SDP,W
Monday Jul 28,ATL,SDP,W
Tuesday Jul 29,ATL,LAD,L
Wednesday Jul 30,ATL,LAD,L
Thursday Jul 31,ATL,LAD,L
Friday Aug 1,ATL,SDP,L
Saturday Aug 2,ATL,SDP,L
Sunday Aug 3,ATL,SDP,L
Tuesday Aug 5,ATL,SEA,L
Wednesday Aug 6,ATL,SEA,L
Friday Aug 8,ATL,WSN,W
Saturday Aug 9,ATL,WSN,L
Sunday Aug 10,ATL,WSN,W
Monday Aug 11,ATL,LAD,L
Tuesday Aug 12,ATL,LAD,L
Wednesday Aug 13,ATL,LAD,W
Thursday Aug 14,ATL,LAD,L
Friday Aug 15,ATL,OAK,W
Saturday Aug 16,ATL,OAK,W
Sunday Aug 17,ATL,OAK,W
Monday Aug 18,ATL,PIT,W
Tuesday Aug 19,ATL,PIT,W
Wednesday Aug 20,ATL,PIT,L
Thursday Aug 21,ATL,CIN,W
Friday Aug 22,ATL,CIN,W
Saturday Aug 23,ATL,CIN,L
Sunday Aug 24,ATL,CIN,L
Tuesday Aug 26,ATL,NYM,L
Wednesday Aug 27,ATL,NYM,W
Thursday Aug 28,ATL,NYM,W
Friday Aug 29,ATL,MIA,W
Saturday Aug 30,ATL,MIA,L
Sunday Aug 31,ATL,MIA,W
Monday Sep 1,ATL,PHI,L
Tuesday Sep 2,ATL,PHI,L
Wednesday Sep 3,ATL,PHI,W
Friday Sep 5,ATL,MIA,L
Saturday Sep 6,ATL,MIA,W
Sunday Sep 7,ATL,MIA,L
Monday Sep 8,ATL,WSN,L
Tuesday Sep 9,ATL,WSN,L
Wednesday Sep 10,ATL,WSN,W
Friday Sep 12,ATL,TEX,L
Saturday Sep 13,ATL,TEX,L
Sunday Sep 14,ATL,TEX,L
Monday Sep 15,ATL,WSN,L
Tuesday Sep 16,ATL,WSN,L
Wednesday Sep 17,ATL,WSN,W
Friday Sep 19,ATL,NYM,L
Saturday Sep 20,ATL,NYM,L
Sunday Sep 21,ATL,NYM,L
Monday Sep 22,ATL,PIT,L
Tuesday Sep 23,ATL,PIT,L
Wednesday Sep 24,ATL,PIT,W
Thursday Sep 25,ATL,PIT,L
Friday Sep 26,ATL,PHI,L
Saturday Sep 27,ATL,PHI,W
Sunday Sep 28,ATL,PHI,W
Monday Mar 31,NYM,WSN,L
Wednesday Apr 2,NYM,WSN,L
Thursday Apr 3,NYM,WSN,L
Friday Apr 4,NYM,CIN,W
Saturday Apr 5,NYM,CIN,W
Sunday Apr 6,NYM,CIN,L
Tuesday Apr 8,NYM,ATL,W
Wednesday Apr 9,NYM,ATL,L
Thursday Apr 10,NYM,ATL,W
Friday Apr 11,NYM,LAA,L
Saturday Apr 12,NYM,LAA,W
Sunday Apr 13,NYM,LAA,L
Monday Apr 14,NYM,ARI,W
Tuesday Apr 15,NYM,ARI,W
Wednesday Apr 16,NYM,ARI,W
Friday Apr 18,NYM,ATL,L
Saturday Apr 19,NYM,ATL,L
Sunday Apr 20,NYM,ATL,W
Monday Apr 21,NYM,STL,W
Tuesday Apr 22,NYM,STL,L
Wednesday Apr 23,NYM,STL,W
Thursday Apr 24,NYM,STL,W
Friday Apr 25,NYM,MIA,W
Saturday Apr 26,NYM,MIA,L
Sunday Apr 27,NYM,MIA,W
Tuesday Apr 29,NYM,PHI,W
Thursday May 1,NYM,COL,L
Friday May 2,NYM,COL,L
Saturday May 3,NYM,COL,L
Sunday May 4,NYM,COL,W
Monday May 5,NYM,MIA,L
Tuesday May 6,NYM,MIA,L
Wednesday May 7,NYM,MIA,L
Friday May 9,NYM,PHI,L
Saturday May 10,NYM,PHI,L
Sunday May 11,NYM,PHI,W
Monday May 12,NYM,NYY,W
Tuesday May 13,NYM,NYY,W
Wednesday May 14,NYM,NYY,L
Thursday May 15,NYM,NYY,L
Friday May 16,NYM,WSN,L
Saturday May 17,NYM,WSN,W
Sunday May 18,NYM,WSN,L
Tuesday May 20,NYM,LAD,L
Wednesday May 21,NYM,LAD,L
Thursday May 22,NYM,LAD,W
Saturday May 24,NYM,ARI,L
Sunday May 25 (1),NYM,ARI,L
Sunday May 25 (2),NYM,ARI,W
Monday May 26,NYM,PIT,L
Tuesday May 27,NYM,PIT,W
Wednesday May 28,NYM,PIT,W
Thursday May 29,NYM,PHI,W
Friday May 30,NYM,PHI,L
Saturday May 31,NYM,PHI,W
Sunday Jun 1,NYM,PHI,W
Monday Jun 2,NYM,PHI,W
Tuesday Jun 3,NYM,CHC,L
Wednesday Jun 4,NYM,CHC,L
Thursday Jun 5,NYM,CHC,L
Friday Jun 6,NYM,SFG,L
Saturday Jun 7,NYM,SFG,L
Sunday Jun 8,NYM,SFG,L
Tuesday Jun 10,NYM,MIL,W
Wednesday Jun 11,NYM,MIL,L
Thursday Jun 12,NYM,MIL,L
Friday Jun 13,NYM,SDP,W
Saturday Jun 14,NYM,SDP,L
Sunday Jun 15,NYM,SDP,W
Monday Jun 16,NYM,STL,L
Tuesday Jun 17,NYM,STL,L
Wednesday Jun 18,NYM,STL,W
Thursday Jun 19,NYM,MIA,W
Friday Jun 20,NYM,MIA,L
Saturday Jun 21,NYM,MIA,W
Sunday Jun 22,NYM,MIA,W
Tuesday Jun 24,NYM,OAK,W
Wednesday Jun 25,NYM,OAK,L
Thursday Jun 26,NYM,PIT,L
Friday Jun 27,NYM,PIT,L
Saturday Jun 28,NYM,PIT,W
Sunday Jun 29,NYM,PIT,L
Monday Jun 30,NYM,ATL,L
Tuesday Jul 1,NYM,ATL,L
Wednesday Jul 2,NYM,ATL,L
Friday Jul 4,NYM,TEX,W
Saturday Jul 5,NYM,TEX,L
Sunday Jul 6,NYM,TEX,W
Monday Jul 7,NYM,ATL,W
Tuesday Jul 8,NYM,ATL,W
Wednesday Jul 9,NYM,ATL,W
Thursday Jul 10,NYM,ATL,L
Friday Jul 11,NYM,MIA,W
Saturday Jul 12,NYM,MIA,W
Sunday Jul 13,NYM,MIA,W
Friday Jul 18,NYM,SDP,W
Saturday Jul 19,NYM,SDP,L
Sunday Jul 20,NYM,SDP,L
Monday Jul 21,NYM,SEA,L
Tuesday Jul 22,NYM,SEA,W
Wednesday Jul 23,NYM,SEA,W
Thursday Jul 24,NYM,MIL,L
Friday Jul 25,NYM,MIL,W
Saturday Jul 26,NYM,MIL,L
Sunday Jul 27,NYM,MIL,W
Monday Jul 28,NYM,PHI,W
Tuesday Jul 29,NYM,PHI,L
Wednesday Jul 30,NYM,PHI,W
Friday Aug 1,NYM,SFG,L
Saturday Aug 2,NYM,SFG,W
Sunday Aug 3,NYM,SFG,L
Monday Aug 4,NYM,SFG,L
Tuesday Aug 5,NYM,WSN,W
Wednesday Aug 6,NYM,WSN,L
Thursday Aug 7,NYM,WSN,L
Friday Aug 8,NYM,PHI,W
Saturday Aug 9,NYM,PHI,W
Sunday Aug 10,NYM,PHI,L
Monday Aug 11,NYM,PHI,W
Tuesday Aug 12,NYM,WSN,L
Wednesday Aug 13,NYM,WSN,L
Thursday Aug 14,NYM,WSN,L
Friday Aug 15,NYM,CHC,W
Saturday Aug 16,NYM,CHC,W
Sunday Aug 17,NYM,CHC,L
Monday Aug 18,NYM,CHC,L
Tuesday Aug 19,NYM,OAK,L
Wednesday Aug 20,NYM,OAK,W
Friday Aug 22,NYM,LAD,L
Saturday Aug 23,NYM,LAD,L
Sunday Aug 24,NYM,LAD,W
Tuesday Aug 26,NYM,ATL,W
Wednesday Aug 27,NYM,ATL,L
Thursday Aug 28,NYM,ATL,L
Friday Aug 29,NYM,PHI,W
Saturday Aug 30,NYM,PHI,L
Sunday Aug 31,NYM,PHI,W
Monday Sep 1,NYM,MIA,L
Tuesday Sep 2,NYM,MIA,W
Wednesday Sep 3,NYM,MIA,W
Friday Sep 5,NYM,CIN,W
Saturday Sep 6,NYM,CIN,L
Sunday Sep 7,NYM,CIN,W
Monday Sep 8,NYM,COL,W
Tuesday Sep 9,NYM,COL,W
Wednesday Sep 10,NYM,COL,W
Thursday Sep 11,NYM,WSN,L
Friday Sep 12,NYM,WSN,W
Saturday Sep 13,NYM,WSN,L
Sunday Sep 14,NYM,WSN,L
Monday Sep 15,NYM,MIA,L
Tuesday Sep 16,NYM,MIA,W
Wednesday Sep 17,NYM,MIA,L
Friday Sep 19,NYM,ATL,W
Saturday Sep 20,NYM,ATL,W
Sunday Sep 21,NYM,ATL,W
Tuesday Sep 23,NYM,WSN,L
Thursday Sep 25 (1),NYM,WSN,W
Thursday Sep 25 (2),NYM,WSN,L
Friday Sep 26,NYM,HOU,L
Saturday Sep 27,NYM,HOU,W
Sunday Sep 28,NYM,HOU,W
Monday Apr 6,MIA,ATL,L
Tuesday Apr 7,MIA,ATL,L
Wednesday Apr 8,MIA,ATL,L
Friday Apr 10,MIA,TBR,W
Saturday Apr 11,MIA,TBR,L
Sunday Apr 12,MIA,TBR,L
Monday Apr 13,MIA,ATL,L
Tuesday Apr 14,MIA,ATL,W
Wednesday Apr 15,MIA,ATL,W
Thursday Apr 16,MIA,NYM,L
Friday Apr 17,MIA,NYM,L
Saturday Apr 18,MIA,NYM,L
Sunday Apr 19,MIA,NYM,L
Tuesday Apr 21,MIA,PHI,L
Wednesday Apr 22,MIA,PHI,W
Thursday Apr 23,MIA,PHI,W
Friday Apr 24,MIA,WSN,W
Saturday Apr 25,MIA,WSN,W
Sunday Apr 26,MIA,WSN,W
Monday Apr 27,MIA,NYM,L
Tuesday Apr 28,MIA,NYM,W
Wednesday Apr 29,MIA,NYM,W
Friday May 1,MIA,PHI,W
Saturday May 2,MIA,PHI,W
Sunday May 3,MIA,PHI,L
Monday May 4,MIA,WSN,L
Tuesday May 5,MIA,WSN,W
Wednesday May 6,MIA,WSN,L
Thursday May 7,MIA,SFG,W
Friday May 8,MIA,SFG,L
Saturday May 9,MIA,SFG,W
Sunday May 10,MIA,SFG,L
Monday May 11,MIA,LAD,L
Tuesday May 12,MIA,LAD,L
Wednesday May 13,MIA,LAD,W
Friday May 15,MIA,ATL,L
Saturday May 16,MIA,ATL,L
Sunday May 17,MIA,ATL,L
Monday May 18,MIA,ARI,L
Tuesday May 19,MIA,ARI,L
Wednesday May 20,MIA,ARI,L
Thursday May 21,MIA,ARI,L
Friday May 22,MIA,BAL,L
Saturday May 23,MIA,BAL,W
Sunday May 24,MIA,BAL,W
Monday May 25,MIA,PIT,L
Tuesday May 26,MIA,PIT,L
Wednesday May 27,MIA,PIT,L
Friday May 29,MIA,NYM,W
Saturday May 30,MIA,NYM,W
Sunday May 31,MIA,NYM,L
Monday Jun 1,MIA,CHC,L
Tuesday Jun 2,MIA,CHC,W
Wednesday Jun 3,MIA,CHC,W
Friday Jun 5,MIA,COL,W
Saturday Jun 6,MIA,COL,L
Sunday Jun 7,MIA,COL,W
Monday Jun 8,MIA,TOR,L
Tuesday Jun 9,MIA,TOR,L
Wednesday Jun 10,MIA,TOR,L
Thursday Jun 11,MIA,COL,W
Friday Jun 12,MIA,COL,W
Saturday Jun 13,MIA,COL,W
Sunday Jun 14,MIA,COL,L
Monday Jun 15,MIA,NYY,W
